Input1,IMG1,Input2,IMG2,Gap,Situation,Note
j214K,<img src='j214K.png'></img>,2K,<img src='2K.png'></img>,-10f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,2S,<img src='2S.png'></img>,-6f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,2H,<img src='2H.png'></img>,-5f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,jP,<img src='jP.png'></img>,106f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,jK,<img src='jK.png'></img>,107f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,jS,<img src='jS.png'></img>,111f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,jH,<img src='jH.png'></img>,112f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,jD,<img src='jD.png'></img>,110f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,6P,<img src='6P.png'></img>,-7f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,6S,<img src='6S.png'></img>,-1f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,6H,<img src='6H.png'></img>,-7f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,2D,<img src='2D.png'></img>,-6f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,5D,<img src='5D.png'></img>,4f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,5[D],<img src='5[D].png'></img>,12f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,236P,<img src='236P.png'></img>,2f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,623S,<img src='623S.png'></img>,-7f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,623H,<img src='623H.png'></img>,-3f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,j623S,<img src='j623S.png'></img>,110f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,j623H,<img src='j623H.png'></img>,114f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,236K,<img src='236K.png'></img>,-4f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,j236K,<img src='j236K.png'></img>,111f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,214K,<img src='214K.png'></img>,14f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,j214K,<img src='j214K.png'></img>,123f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,j214[K],<img src='j214[K].png'></img>,131f,Air Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,623K,<img src='623K.png'></img>,-10f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,214S,<img src='214S.png'></img>,-1f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,214[S],<img src='214[S].png'></img>,16f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,41236H,<img src='41236H.png'></img>,8f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,632146H,<img src='632146H.png'></img>,-7f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,214214H,<img src='214214H.png'></img>,4f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,5P,<img src='5P.png'></img>,-12f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,5K,<img src='5K.png'></img>,-13f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,cS,<img src='cS.png'></img>,-9f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,fS,<img src='fS.png'></img>,-6f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,5H,<img src='5H.png'></img>,-5f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,2P,<img src='2P.png'></img>,-11f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,2K,<img src='2K.png'></img>,-10f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,2S,<img src='2S.png'></img>,-6f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,2H,<img src='2H.png'></img>,-5f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,jP,<img src='jP.png'></img>,106f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,jK,<img src='jK.png'></img>,107f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,jS,<img src='jS.png'></img>,111f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,jH,<img src='jH.png'></img>,112f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,jD,<img src='jD.png'></img>,110f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,6P,<img src='6P.png'></img>,-7f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,6S,<img src='6S.png'></img>,-1f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,6H,<img src='6H.png'></img>,-7f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,2D,<img src='2D.png'></img>,-6f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,5D,<img src='5D.png'></img>,4f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,5[D],<img src='5[D].png'></img>,12f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,236P,<img src='236P.png'></img>,2f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,623S,<img src='623S.png'></img>,-7f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,623H,<img src='623H.png'></img>,-3f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,j623S,<img src='j623S.png'></img>,110f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,j623H,<img src='j623H.png'></img>,114f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,236K,<img src='236K.png'></img>,-4f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,j236K,<img src='j236K.png'></img>,111f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,214K,<img src='214K.png'></img>,14f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,j214K,<img src='j214K.png'></img>,123f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,j214[K],<img src='j214[K].png'></img>,131f,Air Non-Gatling,nan <br> 
j214[K],<img src='j214[K].png'></img>,623K,<img src='623K.png'></img>,-10f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,214S,<img src='214S.png'></img>,-1f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,214[S],<img src='214[S].png'></img>,16f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,41236H,<img src='41236H.png'></img>,8f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,632146H,<img src='632146H.png'></img>,-7f,Jump-in,nan <br> 
j214[K],<img src='j214[K].png'></img>,214214H,<img src='214214H.png'></img>,4f,Jump-in,nan <br> 
214S,<img src='214S.png'></img>,5P,<img src='5P.png'></img>,21f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,5K,<img src='5K.png'></img>,20f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,cS,<img src='cS.png'></img>,24f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,fS,<img src='fS.png'></img>,27f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,5H,<img src='5H.png'></img>,28f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,2P,<img src='2P.png'></img>,22f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,2K,<img src='2K.png'></img>,23f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,2S,<img src='2S.png'></img>,27f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,2H,<img src='2H.png'></img>,28f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,jP,<img src='jP.png'></img>,26f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,jK,<img src='jK.png'></img>,27f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,jS,<img src='jS.png'></img>,31f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,jH,<img src='jH.png'></img>,32f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,jD,<img src='jD.png'></img>,30f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,6P,<img src='6P.png'></img>,26f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,6S,<img src='6S.png'></img>,32f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,6H,<img src='6H.png'></img>,26f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,2D,<img src='2D.png'></img>,27f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,5D,<img src='5D.png'></img>,37f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,5[D],<img src='5[D].png'></img>,45f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,236P,<img src='236P.png'></img>,35f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,623S,<img src='623S.png'></img>,26f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,623H,<img src='623H.png'></img>,30f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,j623S,<img src='j623S.png'></img>,30f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,j623H,<img src='j623H.png'></img>,34f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,236K,<img src='236K.png'></img>,29f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,j236K,<img src='j236K.png'></img>,31f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,214K,<img src='214K.png'></img>,47f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,j214K,<img src='j214K.png'></img>,43f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,j214[K],<img src='j214[K].png'></img>,51f,Ground Non-Jump Cancel,nan <br> 
214S,<img src='214S.png'></img>,623K,<img src='623K.png'></img>,23f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,214S,<img src='214S.png'></img>,32f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,214[S],<img src='214[S].png'></img>,49f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,41236H,<img src='41236H.png'></img>,41f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,632146H,<img src='632146H.png'></img>,26f,Ground Non-Gatling,nan <br> 
214S,<img src='214S.png'></img>,214214H,<img src='214214H.png'></img>,37f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,5P,<img src='5P.png'></img>,21f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,5K,<img src='5K.png'></img>,20f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,cS,<img src='cS.png'></img>,24f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,fS,<img src='fS.png'></img>,27f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,5H,<img src='5H.png'></img>,28f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,2P,<img src='2P.png'></img>,22f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,2K,<img src='2K.png'></img>,23f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,2S,<img src='2S.png'></img>,27f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,2H,<img src='2H.png'></img>,28f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,jP,<img src='jP.png'></img>,26f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,jK,<img src='jK.png'></img>,27f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,jS,<img src='jS.png'></img>,31f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,jH,<img src='jH.png'></img>,32f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,jD,<img src='jD.png'></img>,30f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,6P,<img src='6P.png'></img>,26f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,6S,<img src='6S.png'></img>,32f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,6H,<img src='6H.png'></img>,26f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,2D,<img src='2D.png'></img>,27f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,5D,<img src='5D.png'></img>,37f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,5[D],<img src='5[D].png'></img>,45f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,236P,<img src='236P.png'></img>,35f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,623S,<img src='623S.png'></img>,26f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,623H,<img src='623H.png'></img>,30f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,j623S,<img src='j623S.png'></img>,30f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,j623H,<img src='j623H.png'></img>,34f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,236K,<img src='236K.png'></img>,29f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,j236K,<img src='j236K.png'></img>,31f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,214K,<img src='214K.png'></img>,47f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,j214K,<img src='j214K.png'></img>,43f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,j214[K],<img src='j214[K].png'></img>,51f,Ground Non-Jump Cancel,nan <br> 
214[S],<img src='214[S].png'></img>,623K,<img src='623K.png'></img>,23f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,214S,<img src='214S.png'></img>,32f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,214[S],<img src='214[S].png'></img>,49f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,41236H,<img src='41236H.png'></img>,41f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,632146H,<img src='632146H.png'></img>,26f,Ground Non-Gatling,nan <br> 
214[S],<img src='214[S].png'></img>,214214H,<img src='214214H.png'></img>,37f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,5P,<img src='5P.png'></img>,-7f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,5K,<img src='5K.png'></img>,-8f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,cS,<img src='cS.png'></img>,-4f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,fS,<img src='fS.png'></img>,-1f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,5H,<img src='5H.png'></img>,0f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,2P,<img src='2P.png'></img>,-6f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,2K,<img src='2K.png'></img>,-5f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,2S,<img src='2S.png'></img>,-1f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,2H,<img src='2H.png'></img>,0f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,jP,<img src='jP.png'></img>,-2f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,jK,<img src='jK.png'></img>,-1f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,jS,<img src='jS.png'></img>,3f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,jH,<img src='jH.png'></img>,4f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,jD,<img src='jD.png'></img>,2f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,6P,<img src='6P.png'></img>,-2f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,6S,<img src='6S.png'></img>,4f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,6H,<img src='6H.png'></img>,-2f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,2D,<img src='2D.png'></img>,-1f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,5D,<img src='5D.png'></img>,9f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,5[D],<img src='5[D].png'></img>,17f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,236P,<img src='236P.png'></img>,7f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,623S,<img src='623S.png'></img>,-2f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,623H,<img src='623H.png'></img>,2f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,j623S,<img src='j623S.png'></img>,2f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,j623H,<img src='j623H.png'></img>,6f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,236K,<img src='236K.png'></img>,1f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,j236K,<img src='j236K.png'></img>,3f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,214K,<img src='214K.png'></img>,19f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,j214K,<img src='j214K.png'></img>,15f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,j214[K],<img src='j214[K].png'></img>,23f,Ground Non-Jump Cancel,nan <br> 
41236H,<img src='41236H.png'></img>,623K,<img src='623K.png'></img>,-5f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,214S,<img src='214S.png'></img>,4f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,214[S],<img src='214[S].png'></img>,21f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,41236H,<img src='41236H.png'></img>,13f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,632146H,<img src='632146H.png'></img>,-2f,Ground Non-Gatling,nan <br> 
41236H,<img src='41236H.png'></img>,214214H,<img src='214214H.png'></img>,9f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,5P,<img src='5P.png'></img>,48f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,5K,<img src='5K.png'></img>,47f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,cS,<img src='cS.png'></img>,51f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,fS,<img src='fS.png'></img>,54f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,5H,<img src='5H.png'></img>,55f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,2P,<img src='2P.png'></img>,49f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,2K,<img src='2K.png'></img>,50f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,2S,<img src='2S.png'></img>,54f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,2H,<img src='2H.png'></img>,55f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,jP,<img src='jP.png'></img>,53f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,jK,<img src='jK.png'></img>,54f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,jS,<img src='jS.png'></img>,58f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,jH,<img src='jH.png'></img>,59f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,jD,<img src='jD.png'></img>,57f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,6P,<img src='6P.png'></img>,53f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,6S,<img src='6S.png'></img>,59f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,6H,<img src='6H.png'></img>,53f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,2D,<img src='2D.png'></img>,54f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,5D,<img src='5D.png'></img>,64f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,5[D],<img src='5[D].png'></img>,72f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,236P,<img src='236P.png'></img>,62f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,623S,<img src='623S.png'></img>,53f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,623H,<img src='623H.png'></img>,57f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,j623S,<img src='j623S.png'></img>,57f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,j623H,<img src='j623H.png'></img>,61f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,236K,<img src='236K.png'></img>,56f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,j236K,<img src='j236K.png'></img>,58f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,214K,<img src='214K.png'></img>,74f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,j214K,<img src='j214K.png'></img>,70f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,j214[K],<img src='j214[K].png'></img>,78f,Ground Non-Jump Cancel,nan <br> 
632146H,<img src='632146H.png'></img>,623K,<img src='623K.png'></img>,50f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,214S,<img src='214S.png'></img>,59f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,214[S],<img src='214[S].png'></img>,76f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,41236H,<img src='41236H.png'></img>,68f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,632146H,<img src='632146H.png'></img>,53f,Ground Non-Gatling,nan <br> 
632146H,<img src='632146H.png'></img>,214214H,<img src='214214H.png'></img>,64f,Ground Non-Gatling,nan <br> 
